building_id,xml_filename,should_run_simulation,OccupancyClassification,Address,BuildingName,ParcelNumber,FloorArea(ft2),YearBuilt,template,SiteEUI(kBtu/ft2),SourceEUI(kBtu/ft2),ElectricityEUI(kBtu/ft2),GasEUI(kBtu/ft2),YearEUI
3564,3564.xml,1,Office,564 - 566 06TH ST,564 6TH ST [564 - 566 06TH ST],SF3779009,18400,2016,CBES T24 2008,,,,,
3593,3593.xml,1,Retail,190 - 200 WEST PORTAL AVE,Building [190 - 200 WEST PORTAL AVE],SF2988A009,16699,1996,CBES T24 1992,,,,,
3608,3608.xml,1,Office,755 - 755 SANSOME ST,Sansome & Pacific Investments [755 - 755 SANSOME ST],SF0175029,48297,2010,CBES T24 2008,56,126,32.15311005,23.84688995,2013
3614,3614.xml,1,Office,1000 - 1108 MARKET ST,Building [1000 - 1108 MARKET ST],SF0350001,28900,2000,CBES T24 1992,,,,,
3622,3622.xml,1,Office,1049 - 1051 MARKET ST,1049 Market St [1049 - 1051 MARKET ST],SF3703067,56800,2016,CBES T24 2008,16,42,12.05741627,3.942583732,2015
3634,3634.xml,1,Retail,1750 - 1754 NORIEGA ST,3869-SAN FRANCISCO; CA [1750 - 1754 NORIEGA ST],SF2025003B,12502,2007,CBES T24 2005,63,185,56.86602871,6.133971292,2015
3640,3640.xml,1,Retail,240 - 242 COLUMBUS AVE,Building [240 - 242 COLUMBUS AVE],SF0162002,23378,2000,CBES T24 1992,,,,,
3655,3655.xml,1,Retail,772 - 772 PACIFIC AVE,772 PACIFIC AVE [772 - 772 PACIFIC AVE],SF0161015,13271,1919,CBES Pre-1978,444,642,84.11483254,359.8851675,2015
3656,3656.xml,1,Retail,1640 - 1650 POLK ST,Building [1640 - 1650 POLK ST],SF0621022,8330,2013,CBES T24 2008,,,,,
3671,3671.xml,1,Office,435 - 437 PACIFIC AVE,435 PACIFIC AVE [435 - 437 PACIFIC AVE],SF0175028,33652,2004,CBES T24 2001,,,,,
3684,3684.xml,1,Office,1059 - 1061 MARKET ST,1059 MARKET ST [1059 - 1061 MARKET ST],SF3703065,58100,2008,CBES T24 2008,,,,,
3700,3700.xml,1,Retail,2340 - 2346 CHESTNUT ST,2340 Chestnut Street [2340 - 2346 CHESTNUT ST],SF0929014,12628,1998,CBES T24 1992,145,258,50.59808612,94.40191388,2015
3727,3727.xml,1,Office,2200 - 2200 POWELL ST,Building [2200 - 2200 POWELL ST],SF0040033,11531,1995,CBES T24 1992,,,,,
3761,3761.xml,1,Retail,2301 - 2301 MARKET ST,Building [2301 - 2301 MARKET ST],SF3563034,17902,2001,CBES T24 2001,,,,,
3764,3764.xml,1,Office,55 - 55 UNION ST,55 UNION ST [55 - 55 UNION ST],SF0111004,45000,2001,CBES T24 2001,75,168,42.70334928,32.29665072,2015
3769,3769.xml,1,Office,1469 - 1475 PACIFIC AVE,1469 PACIFIC AVE [1469 - 1475 PACIFIC AVE],SF0185029,12270,2005,CBES T24 2005,,,,,
3778,3778.xml,1,Retail,1089 - 1089 MARKET ST,1089 MARKET ST [1089 - 1089 MARKET ST],SF3703060,8000,2016,CBES T24 2008,,,,,
3782,3782.xml,1,Retail,180 - 180 TOWNSEND ST,180 Townsend Street [180 - 180 TOWNSEND ST],SF3788013,41125,2001,CBES T24 2001,80,178,44.97607656,35.02392344,2015
3783,3783.xml,1,Retail,1595 - 1595 VAN NESS AVE,1595 Van Ness [1595 - 1595 VAN NESS AVE],SF0647001,36000,2007,CBES T24 2005,,,,,
3804,3804.xml,1,Office,535 - 537 JESSIE ST,1028 Mission Building [535 - 537 JESSIE ST],SF3703033,17874,2007,CBES T24 2005,34,107,34.11483254,-0.114832536,2015
3809,3809.xml,1,Office,1640 - 1640 VAN NESS AVE,Building [1640 - 1640 VAN NESS AVE],SF0643013,8663,2003,CBES T24 2001,,,,,
3825,3825.xml,1,Office,955 - 955 FRONT ST,55 Green St [955 - 955 FRONT ST],SF0136001,44810,1998,CBES T24 1992,91,214,56.67464115,34.32535885,2015
3830,3830.xml,1,Retail,2141 - 2141 MISSION ST,Building [2141 - 2141 MISSION ST],SF3575037,27124,2000,CBES T24 1992,,,,,
3832,3832.xml,1,Office,1525 - 1525 WALLER ST,Building [1525 - 1525 WALLER ST],SF1253047,18530,2014,CBES T24 2008,,,,,
3859,3859.xml,1,Retail,3119 - 3125 MISSION ST,Building [3119 - 3125 MISSION ST],SF5501051,15990,2004,CBES T24 2001,,,,,
3876,3876.xml,1,Retail,163 - 181 EDDY ST,163 EDDY ST [163 - 181 EDDY ST],SF0340016,24780,1911,CBES Pre-1978,,,,,
3886,3886.xml,1,Retail,228 - 240 POST ST,228-240 Post SF [228 - 240 POST ST],SF0294008,32187,2013,CBES T24 2008,72,228,72.91866029,-0.918660287,2015
3911,3911.xml,1,Retail,1705 - 1705 BUCHANAN ST,1700 Post (Japan Center) [1705 - 1705 BUCHANAN ST],SF0685043,19500,2004,CBES T24 2001,171,334,73.89952153,97.10047847,2015
3926,3926.xml,1,Retail,479 - 479 JESSIE ST,982 Mission Street [479 - 479 JESSIE ST],SF3704022,32000,2008,CBES T24 2008,58,137,36.41148325,21.58851675,2015
3982,3982.xml,1,Office,926 - 926 TARAVAL ST,Building [926 - 926 TARAVAL ST],SF2348045,7384,2015,CBES T24 2008,,,,,
4011,4011.xml,1,Retail,2225 - 2225 MISSION ST,Building [2225 - 2225 MISSION ST],SF3590032,14489,1995,CBES T24 1992,,,,,
4026,4026.xml,1,Office,44 - 44 POTRERO AVE,Building [44 - 44 POTRERO AVE],SF3906005,3216,2001,CBES T24 2001,,,,,
4051,4051.xml,1,Retail,601 - 605 03RD ST,601 3RD ST [601 - 605 03RD ST],SF3788020,14360,2001,CBES T24 2001,36,78,19.23444976,16.76555024,2015
4053,4053.xml,1,Office,572 - 572 07TH ST,Building [572 - 572 07TH ST],SF3780004F,12000,2012,CBES T24 2008,,,,,
4066,4066.xml,1,Office,170 - 170 MAIDEN LN,Young Chi Shing; Inc. [170 - 170 MAIDEN LN],SF0309023,64800,1909,CBES Pre-1978,72,183,51.38755981,20.61244019,2015
4073,4073.xml,1,Retail,1819 - 1819 SAN JOSE AVE,Building [1819 - 1819 SAN JOSE AVE],SF3145045,8750,2009,CBES T24 2008,,,,,
4090,4090.xml,1,Retail,39 - 39 FELL ST,Building [39 - 39 FELL ST],SF0835003,16994,2015,CBES T24 2008,,,,,
4093,4093.xml,1,Office,835 - 835 HOWARD ST,835 HOWARD ST [835 - 835 HOWARD ST],SF3733084,34963,1995,CBES T24 1992,22,70,22.44019139,-0.440191388,2015
4096,4096.xml,1,Retail,135 - 149 POWELL ST,00890-San Francisco; CA [135 - 149 POWELL ST],SF0326003,27547,2015,CBES T24 2008,159,492,155.5263158,3.473684211,2015
4102,4102.xml,1,Office,690 - 690 05TH ST,690 5TH ST [690 - 690 05TH ST],SF3785003,13256,1997,CBES T24 1992,49,156,50.02392344,-1.023923445,2015
4107,4107.xml,1,Retail,1501 - 1501 NEWHALL ST,3801 3RD ST/Bayview Plaza - Building A [1501 - 1501 NEWHALL ST],SF5242001,30333,1998,CBES T24 1992,181,299,52.1291866,128.8708134,2014
4127,4127.xml,1,Retail,2574 - 2574 SAN BRUNO AVE,NEMS - San Bruno [2574 - 2574 SAN BRUNO AVE],SF5981011,22920,2010,CBES T24 2008,80,178,44.97607656,35.02392344,2015
4142,4142.xml,1,Retail,2701 - 2739 TAYLOR ST,Building [2701 - 2739 TAYLOR ST],SF0012002,6841,2014,CBES T24 2008,,,,,
4146,4146.xml,1,Retail,812 - 816 FOLSOM ST,Building [812 - 816 FOLSOM ST],SF3733014,8600,2000,CBES T24 1992,,,,,
4153,4153.xml,1,Retail,300 - 300 SOUTH VAN NESS AVE,Building [300 - 300 SOUTH VAN NESS AVE],SF3548001,20040,2015,CBES T24 2008,,,,,
4166,4166.xml,1,Retail,629 - 633 BRYANT ST,Building [629 - 633 BRYANT ST],SF3777011,12000,2011,CBES T24 2008,,,,,
4196,4196.xml,1,Office,555 - 565 COMMERCIAL ST,560 SACRAMENTO ST [555 - 565 COMMERCIAL ST],SF0228010,28840,2005,CBES T24 2005,53,135,37.96650718,15.03349282,2015
4207,4207.xml,1,Retail,1156 - 1156 SHAFTER AVE,Building [1156 - 1156 SHAFTER AVE],SF4786056,7500,2001,CBES T24 2001,,,,,
4214,4214.xml,1,Office,560 - 564 PACIFIC AVE,560 PACIFIC AVE [560 - 564 PACIFIC AVE],SF0163008A,15240,2013,CBES T24 2008,32,90,26.98564593,5.014354067,2015
4241,4241.xml,1,Retail,624 - 624 VALLEJO ST,624 VALLEJO ST [624 - 624 VALLEJO ST],SF0131009,17684,1900,CBES Pre-1978,,,,,
4253,4253.xml,1,Office,1 - 1 LAWRENCE AVE,Sede Central [1 - 1 LAWRENCE AVE],SF7143034,29320,2008,CBES T24 2008,13,41,13.0861244,-0.086124402,2015
4259,4259.xml,1,Office,1361 - 1361 BUSH ST,Building [1361 - 1361 BUSH ST],SF0669012A,20839,2000,CBES T24 1992,,,,,
4269,4269.xml,1,Office,1650 - 1650 PACIFIC AVE,1650 Pacific Avenue [1650 - 1650 PACIFIC AVE],SF0574012,15524,2014,CBES T24 2008,46,124,36.22009569,9.779904306,2015
4280,4280.xml,1,Office,744 - 744 MARKET ST,744 MARKET ST [744 - 744 MARKET ST],SF0312006,44685,2001,CBES T24 2001,,,,,
4292,4292.xml,1,Retail,211 - 295 JEFFERSON ST,Building [211 - 295 JEFFERSON ST],SF0012005,4000,2007,CBES T24 2005,,,,,
4305,4305.xml,1,Retail,3151 - 3157 17TH ST,Building [3151 - 3157 17TH ST],SF3574090,12875,1997,CBES T24 1992,,,,,
4317,4317.xml,1,Office,735 - 735 MONTGOMERY ST,735 Montgomery St [735 - 735 MONTGOMERY ST],SF0195001,31000,2004,CBES T24 2001,113,239,57.58373206,55.41626794,2014
4366,4366.xml,1,Office,118 - 118 02ND ST,609 Mission [118 - 118 02ND ST],SF3722001,49518,2001,CBES T24 2001,21,66,21.02870813,-0.028708134,2015
4369,4369.xml,1,Office,282 - 282 02ND ST,282 2nd Street [282 - 282 02ND ST],SF3735008,28720,2006,CBES T24 2005,92,187,43.25358852,48.74641148,2015
4375,4375.xml,1,Office,2 - 2 PERSIA AVE,Building [2 - 2 PERSIA AVE],SF6955033,9952,2001,CBES T24 2001,,,,,
4391,4391.xml,1,Office,365 - 365 VERMONT ST,Chip Factory [365 - 365 VERMONT ST],SF3958001B,13000,2009,CBES T24 2008,,,,,
4403,4403.xml,1,Office,2055 - 2055 CHESTNUT ST,Building [2055 - 2055 CHESTNUT ST],SF0491009,6000,1974,CBES Pre-1978,,,,,
4422,4422.xml,1,Office,1801 - 1801 LOMBARD ST,Building [1801 - 1801 LOMBARD ST],SF0507001,8060,1997,CBES T24 1992,,,,,
4430,4430.xml,1,Office,2 - 2 GOUGH ST,74 OTIS ST [2 - 2 GOUGH ST],SF3504019,22019,2011,CBES T24 2008,45,117,33.37320574,11.62679426,2015
4439,4439.xml,1,Office,1301 - 1301 SANSOME ST,1301 Sansome Street [1301 - 1301 SANSOME ST],SF0085005,38440,2000,CBES T24 1992,48,152,48.61244019,-0.612440191,2015
4455,4455.xml,1,Retail,41 - 41 ELLIS ST,838 MARKET ST [41 - 41 ELLIS ST],SF0329002,39993,1996,CBES T24 1992,,,,,
4474,4474.xml,1,Retail,3635 - 3635 LAWTON ST,Building [3635 - 3635 LAWTON ST],SF1901044,7500,2012,CBES T24 2008,,,,,
4477,4477.xml,1,Office,607 - 611 FRONT ST,607 FRONT ST [607 - 611 FRONT ST],SF0173005,15132,2012,CBES T24 2008,43,93,22.89473684,20.10526316,2015
4485,4485.xml,1,Office,50 - 50 FELL ST,50 FELL ST [50 - 50 FELL ST],SF0814010,22288,2014,CBES T24 2008,,,,,
4487,4487.xml,1,Retail,1411 - 1431 POLK ST,Building [1411 - 1431 POLK ST],SF0646003,8000,2011,CBES T24 2008,,,,,
4492,4492.xml,1,Retail,969 - 969 MARKET ST,969 MARKET ST [969 - 969 MARKET ST],SF3704070,26704,2013,CBES T24 2008,24,64,18.5645933,5.435406699,2015
4508,4508.xml,1,Office,3220 - 3220 SACRAMENTO ST,3220 SACRAMENTO ST [3220 - 3220 SACRAMENTO ST],SF1007008,15600,2005,CBES T24 2005,27,65,17.53588517,9.464114833,2015
4511,4511.xml,1,Retail,832 - 848 CLEMENT ST,Building [832 - 848 CLEMENT ST],SF1424020,4500,1996,CBES T24 1992,,,,,
4516,4516.xml,1,Office,640 - 640 02ND ST,640 2ND ST [640 - 640 02ND ST],SF3788002,23961,2012,CBES T24 2008,36,92,25.93301435,10.06698565,2015
4525,4525.xml,1,Retail,1136 - 1136 SHAFTER AVE,Building [1136 - 1136 SHAFTER AVE],SF4786054,7500,2000,CBES T24 1992,,,,,
4543,4543.xml,1,Office,2325 - 2325 NORIEGA ST,Building [2325 - 2325 NORIEGA ST],SF2067006,8427,2002,CBES T24 2001,,,,,
4547,4547.xml,1,Office,1348 - 1368 BUSH ST,Building [1348 - 1368 BUSH ST],SF0668004,12300,2000,CBES T24 1992,,,,,
4550,4550.xml,1,Retail,26 - 26 LILAC ST,Building [26 - 26 LILAC ST],SF6517030,8002,2010,CBES T24 2008,,,,,
4567,4567.xml,1,Retail,1465 - 1465 VALENCIA ST,Building [1465 - 1465 VALENCIA ST],SF6530015,14137,2004,CBES T24 2001,,,,,
4599,4599.xml,1,Retail,412 - 412 BROADWAY ,Building [412 - 412 BROADWAY ],SF0144033,8753,2014,CBES T24 2008,,,,,
4602,4602.xml,1,Office,6 - 6 LELAND AVE,Building [6 - 6 LELAND AVE],SF6248002,6000,2015,CBES T24 2008,,,,,
4639,4639.xml,1,Office,4947 - 4947 03RD ST,Building [4947 - 4947 03RD ST],SF5326028,7350,2000,CBES T24 1992,,,,,
4646,4646.xml,1,Office,53 - 55 HOTALING PL,Building [53 - 55 HOTALING PL],SF0196030,8613,2012,CBES T24 2008,,,,,
4650,4650.xml,1,Retail,724 - 728 20TH ST,Building [724 - 728 20TH ST],SF4059011,6530,2007,CBES T24 2005,,,,,
4670,4670.xml,1,Office,817 - 831 SUTTER ST,Building [817 - 831 SUTTER ST],SF0299021,51990,2009,CBES T24 2008,,,,,
4675,4675.xml,1,Retail,3725 - 3735 BUCHANAN ST,3727 Buchanan St. [3725 - 3735 BUCHANAN ST],SF0445A004,23736,1998,CBES T24 1992,64,189,58.27751196,5.722488038,2015
4677,4677.xml,1,Office,5150 - 5150 MISSION ST,Building [5150 - 5150 MISSION ST],SF7030039,9190,2001,CBES T24 2001,,,,,
4685,4685.xml,1,Retail,418 - 420 BEACH ST,Building [418 - 420 BEACH ST],SF0012003,6800,2000,CBES T24 1992,,,,,
4686,4686.xml,1,Office,156 - 160 SHOTWELL ST,Building [156 - 160 SHOTWELL ST],SF3552020,8350,2011,CBES T24 2008,,,,,
4697,4697.xml,1,Retail,449 - 465 POWELL ST,449 Powell Street [449 - 465 POWELL ST],SF0296001,34173,2003,CBES T24 2001,48,152,48.61244019,-0.612440191,2015
4705,4705.xml,1,Retail,924 - 924 SANSOME ST,924 SANSOME ST [924 - 924 SANSOME ST],SF0142005,21822,1998,CBES T24 1992,32,53,9.282296651,22.71770335,2015
4721,4721.xml,1,Retail,649 - 649 GREEN ST,649 GREEN ST [649 - 649 GREEN ST],SF0130039,19319,1907,CBES Pre-1978,,,,,
4763,4763.xml,1,Retail,2800 - 2800 GEARY BLVD,Building [2800 - 2800 GEARY BLVD],SF1069013,9320,2015,CBES T24 2008,,,,,
4765,4765.xml,1,Retail,3500 - 3500 CESAR CHAVEZ ST,Building [3500 - 3500 CESAR CHAVEZ ST],SF6568029,14980,1981,CBES T24 1978,,,,,
4799,4799.xml,1,Office,536 - 544 GOLDEN GATE AVE,544 GOLDEN GATE AVE [536 - 544 GOLDEN GATE AVE],SF0763005,16920,2003,CBES T24 2001,49,93,19.88038278,29.11961722,2015
4801,4801.xml,1,Retail,101 - 101 KEARNY ST,100 Post [101 - 101 KEARNY ST],SF0293004,37160,2010,CBES T24 2008,52,144,42.77511962,9.224880383,2015
4806,4806.xml,1,Retail,195 - 195 COMMONWEALTH AVE,Building [195 - 195 COMMONWEALTH AVE],SF1063019,17537,2000,CBES T24 1992,,,,,
4811,4811.xml,1,Retail,3921 - 3921 GEARY BLVD,3921 GEARY BLVD [3921 - 3921 GEARY BLVD],SF1541040,13232,2010,CBES T24 2008,56,176,56.07655502,-0.076555024,2015
4822,4822.xml,1,Retail,2480 - 2480 SAN BRUNO AVE,Building [2480 - 2480 SAN BRUNO AVE],SF5925034,5980,2011,CBES T24 2008,,,,,
4830,4830.xml,1,Office,579 - 585 MARKET ST,579 MARKET ST [579 - 585 MARKET ST],SF3708044,28042,2013,CBES T24 2008,40,124,39.23444976,0.765550239,2015
4844,4844.xml,1,Office,1595 - 1599 LOMBARD ST,Buena Vista Motor Inn [1595 - 1599 LOMBARD ST],SF0504012,44000,2005,CBES T24 2005,56,103,21.14832536,34.85167464,2012
4888,4888.xml,1,Office,391 - 391 GEARY ST,Building [391 - 391 GEARY ST],SF0315020,14761,1968,CBES Pre-1978,,,,,
4904,4904.xml,1,Retail,1300 - 1316 09TH AVE,Building [1300 - 1316 09TH AVE],SF1763039,6875,1917,CBES Pre-1978,,,,,
4905,4905.xml,1,Retail,1 - 1 GRANT AVE,1 GRANT AVE [1 - 1 GRANT AVE],SF0313008,28515,2010,CBES T24 2008,80,253,80.86124402,-0.861244019,2014
4907,4907.xml,1,Office,850 - 850 SOUTH VAN NESS AVE,Building [850 - 850 SOUTH VAN NESS AVE],SF3595006,11064,1956,CBES Pre-1978,,,,,
4911,4911.xml,1,Retail,940 - 940 BATTERY ST,940 BATTERY ST [940 - 940 BATTERY ST],SF0136004A,21720,2014,CBES T24 2008,,,,,
4915,4915.xml,1,Office,535 - 535 PACIFIC AVE,535 Pacific Ave [535 - 535 PACIFIC AVE],SF0176024,5387,2005,CBES T24 2005,54,134,36.98564593,17.01435407,2015
4920,4920.xml,1,Retail,2390 - 2390 MARKET ST,Building [2390 - 2390 MARKET ST],SF3562015,13000,2005,CBES T24 2005,,,,,
4931,4931.xml,1,Office,661 - 663 HOWARD ST,661 Howard Street [661 - 663 HOWARD ST],SF3735040,12017,2014,CBES T24 2008,275,422,63.75598086,211.2440191,2013
4942,4942.xml,1,Office,3640 - 3640 SACRAMENTO ST,Building [3640 - 3640 SACRAMENTO ST],SF1011010,4400,1999,CBES T24 1992,,,,,
4960,4960.xml,1,Retail,1233 - 1233 VAN NESS AVE,1233 VAN NESS AVE [1233 - 1233 VAN NESS AVE],SF0690001A,18710,1995,CBES T24 1992,72,172,46.12440191,25.87559809,2015
4977,4977.xml,1,Retail,1453 - 1469 18TH ST,Building [1453 - 1469 18TH ST],SF4036027,8460,2004,CBES T24 2001,,,,,
4984,4984.xml,1,Office,2 - 8 MONTGOMERY ST,44 Montgomery [2 - 8 MONTGOMERY ST],SF0291007,20130,1998,CBES T24 1992,66,149,38.13397129,27.86602871,2015
4992,4992.xml,1,Office,100 - 120 BROADWAY ,100 Broadway [100 - 120 BROADWAY ],SF0141003B,25525,2003,CBES T24 2001,8,19,5.071770335,2.928229665,2013
4994,4994.xml,1,Office, - 430 SOUTH VAN NESS AVE,Building [ - 430 SOUTH VAN NESS AVE],SF3553055,10130,1995,CBES T24 1992,,,,,
5000,5000.xml,1,Retail,1969 - 1979 UNION ST,Building [1969 - 1979 UNION ST],SF0542038,7044,1900,CBES Pre-1978,,,,,
5001,5001.xml,1,Retail,3301 - 3301 GEARY BLVD,Building [3301 - 3301 GEARY BLVD],SF1086001,7075,2006,CBES T24 2005,,,,,
5005,5005.xml,1,Office,450 - 460 PACIFIC AVE,450 Pacific KYL [450 - 460 PACIFIC AVE],SF0164010,26476,2008,CBES T24 2008,64,136,32.91866029,31.08133971,2015
5024,5024.xml,1,Retail,1363 - 1363 DIVISADERO ST,1363 Divisadero St [1363 - 1363 DIVISADERO ST],SF1101001,16952,2013,CBES T24 2008,51,160,50.93301435,0.066985646,2015
5029,5029.xml,1,Retail,2323 - 2327 POLK ST,Building [2323 - 2327 POLK ST],SF0547002B,8770,2015,CBES T24 2008,,,,,
5054,5054.xml,1,Office,2675 - 2675 SAN BRUNO AVE,Building [2675 - 2675 SAN BRUNO AVE],SF5449034,8698,2010,CBES T24 2008,,,,,
5080,5080.xml,1,Retail,2243 - 2245 MISSION ST,Building [2243 - 2245 MISSION ST],SF3590030,3035,1900,CBES Pre-1978,,,,,
5082,5082.xml,1,Retail,2101 - 2101 IRVING ST,Building [2101 - 2101 IRVING ST],SF1777001,7260,1936,CBES Pre-1978,,,,,
5087,5087.xml,1,Office,550 - 560 SUTTER ST,550 SUTTER ST [550 - 560 SUTTER ST],SF0284009,27064,2006,CBES T24 2005,26,81,25.6937799,0.306220096,2015
5091,5091.xml,1,Retail,2324 - 2324 CHESTNUT ST,CRUNCH Fitness #204 [2324 - 2324 CHESTNUT ST],SF0929012,11421,1999,CBES T24 1992,54,145,42.24880383,11.75119617,2015
5099,5099.xml,1,Office,3245 - 3245 GEARY BLVD,Building [3245 - 3245 GEARY BLVD],SF1087022,17041,2015,CBES T24 2008,,,,,
5119,5119.xml,1,Office,836 - 836 MONTGOMERY ST,Building [836 - 836 MONTGOMERY ST],SF0175018,6875,2013,CBES T24 2008,,,,,
5140,5140.xml,1,Retail,2275 - 2275 MARKET ST,Building [2275 - 2275 MARKET ST],SF3559013,21138,2000,CBES T24 1992,,,,,
5154,5154.xml,1,Retail,4520 - 4520 MISSION ST,Building [4520 - 4520 MISSION ST],SF3147002A,4234,2011,CBES T24 2008,,,,,
5159,5159.xml,1,Retail,3201 - 3201 DIVISADERO ST,Building [3201 - 3201 DIVISADERO ST],SF0935002,7564,1936,CBES Pre-1978,,,,,
5163,5163.xml,1,Retail,2414 - 2414 SAN BRUNO AVE,Building [2414 - 2414 SAN BRUNO AVE],SF5924022,6000,2002,CBES T24 2001,,,,,
5173,5173.xml,1,Office,288 - 290 WEST PORTAL AVE,Building [288 - 290 WEST PORTAL AVE],SF2988A032,7260,1994,CBES T24 1992,,,,,
5194,5194.xml,1,Office,640 - 640 BRYANT ST,Building [640 - 640 BRYANT ST],SF3761006,8454,2008,CBES T24 2008,,,,,
5199,5199.xml,1,Retail,382 - 386 21ST AVE,5644 GEARY BLVD [382 - 386 21ST AVE],SF1452022,13000,1931,CBES Pre-1978,,,,,
5244,5244.xml,1,Office,115 - 115 STEUART ST,110 THE EMBARCADERO [115 - 115 STEUART ST],SF3715002,12274,2013,CBES T24 2008,,,,,
5255,5255.xml,1,Office,124 - 128 SPEAR ST,Spear Street Sapphire LLC [124 - 128 SPEAR ST],SF3717002,25208,1996,CBES T24 1992,35,111,35.52631579,-0.526315789,2015
5296,5296.xml,1,Retail,366 - 366 TURK ST,Building [366 - 366 TURK ST],SF0337009,48500,1997,CBES T24 1992,,,,,
5328,5328.xml,1,Office,1201 - 1201 MARKET ST,1201 MARKET ST [1201 - 1201 MARKET ST],SF3701050,10702,2000,CBES T24 1992,,,,,
5337,5337.xml,1,Retail,1388 - 1388 46TH AVE,Building [1388 - 1388 46TH AVE],SF1800010D,7954,1940,CBES Pre-1978,,,,,
5353,5353.xml,1,Office,651 - 661 GEARY ST,Building [651 - 661 GEARY ST],SF0318020,13260,2012,CBES T24 2008,,,,,
5384,5384.xml,1,Retail,235 - 243 OFARRELL ST,Building [235 - 243 OFARRELL ST],SF0326018,39212,1910,CBES Pre-1978,,,,,
5400,5400.xml,1,Retail,1637 - 1649 OCEAN AVE,Building [1637 - 1649 OCEAN AVE],SF6935027,6180,2011,CBES T24 2008,,,,,
5405,5405.xml,1,Retail,399 - 399 10TH AVE,Building [399 - 399 10TH AVE],SF1442020,5750,1932,CBES Pre-1978,,,,,
5409,5409.xml,1,Retail,1600 - 1616 OCEAN AVE,Building [1600 - 1616 OCEAN AVE],SF3196011,6165,1920,CBES Pre-1978,,,,,
5434,5434.xml,1,Retail,1062 - 1074 VALENCIA ST,Building [1062 - 1074 VALENCIA ST],SF3617008B,11135,2011,CBES T24 2008,,,,,
5460,5460.xml,1,Office,40 - 40 JESSIE ST,40J-Student Services Center [40 - 40 JESSIE ST],SF3708023,21390,2016,CBES T24 2008,26,80,25.215311,0.784688995,2015
5464,5464.xml,1,Office,580 - 580 COMMERCIAL ST,550 Montgomery [580 - 580 COMMERCIAL ST],SF0228024,65966,2012,CBES T24 2008,55,113,26.4354067,28.5645933,2015
5472,5472.xml,1,Retail,966 - 970 MARKET ST,966 MARKET ST [966 - 970 MARKET ST],SF0342002,20636,2005,CBES T24 2005,,,,,
5476,5476.xml,1,Retail,3162 - 3166 16TH ST,Building [3162 - 3166 16TH ST],SF3555022,6000,1907,CBES Pre-1978,,,,,
5489,5489.xml,1,Retail,550 - 560 DIVISADERO ST,Building [550 - 560 DIVISADERO ST],SF1203037,5450,1999,CBES T24 1992,,,,,
5490,5490.xml,1,Retail,1670 - 1674 HAIGHT ST,Building [1670 - 1674 HAIGHT ST],SF1230015,4250,2014,CBES T24 2008,,,,,
5523,5523.xml,1,Retail,689 - 699 03RD ST,Building [689 - 699 03RD ST],SF3788014,6252,1995,CBES T24 1992,,,,,
5528,5528.xml,1,Office,220 - 244 JACKSON ST,Ban-Jackson [220 - 244 JACKSON ST],SF0173007,30229,2000,CBES T24 1992,48,112,29.47368421,18.52631579,2015
5549,5549.xml,1,Office,447 - 447 BATTERY ST,447 BATTERY ST [447 - 447 BATTERY ST],SF0206002,20154,2009,CBES T24 2008,62,148,39.66507177,22.33492823,2014
5559,5559.xml,1,Office,111 - 111 BATTERY ST,M & E LLC [111 - 111 BATTERY ST],SF0261005,46225,2003,CBES T24 2001,114,273,73.3492823,40.6507177,2013
5563,5563.xml,1,Office,950 - 950 BATTERY ST,Feather Factory [950 - 950 BATTERY ST],SF0136006,23408,1996,CBES T24 1992,43,132,41.55502392,1.444976077,2015
5578,5578.xml,1,Retail,216 - 222 POST ST,216 POST ST [216 - 222 POST ST],SF0294007,38400,2013,CBES T24 2008,,,,,
5588,5588.xml,1,Office,245 - 245 11TH ST,245 11th Street [245 - 245 11TH ST],SF3517016,19425,2012,CBES T24 2008,22,63,19.09090909,2.909090909,2015
5612,5612.xml,1,Retail,49 - 49 OCEAN AVE,Building [49 - 49 OCEAN AVE],SF6955051,1838,2004,CBES T24 2001,,,,,
5614,5614.xml,1,Office,570 - 578 PACIFIC AVE,570-574 Pacific Avenue [570 - 578 PACIFIC AVE],SF0163009,20162,2015,CBES T24 2008,20,63,20.09569378,-0.09569378,2015
5619,5619.xml,1,Office,1455 - 1455 STOCKTON ST,CA5-120 (Columbus Branch) [1455 - 1455 STOCKTON ST],SF0130001,12606,1929,CBES Pre-1978,23,62,18.11004785,4.889952153,2015
5636,5636.xml,1,Retail,448 - 448 CORTLAND AVE,Building [448 - 448 CORTLAND AVE],SF5678001,6575,2001,CBES T24 2001,,,,,
5646,5646.xml,1,Retail,489 - 489 06TH ST,Building [489 - 489 06TH ST],SF3760026,10000,2009,CBES T24 2008,,,,,
5649,5649.xml,1,Retail,1415 - 1423 OCEAN AVE,Building [1415 - 1423 OCEAN AVE],SF6941063,5285,2013,CBES T24 2008,,,,,
5677,5677.xml,1,Office,655 - 657 SUTTER ST,Building [655 - 657 SUTTER ST],SF0297012,37716,2000,CBES T24 1992,,,,,
5684,5684.xml,1,Office,1800 - 1800 TARAVAL ST,Building [1800 - 1800 TARAVAL ST],SF2357009,7244,1963,CBES Pre-1978,,,,,
5701,5701.xml,1,Retail,5625 - 5641 GEARY BLVD,Building [5625 - 5641 GEARY BLVD],SF1524037,6622,2012,CBES T24 2008,,,,,
