building_id,xml_filename,should_run_simulation,OccupancyClassification,Address,BuildingName,ParcelNumber,FloorArea(ft2),YearBuilt,template,SiteEUI(kBtu/ft2),SourceEUI(kBtu/ft2),ElectricityEUI(kBtu/ft2),GasEUI(kBtu/ft2),YearEUI
6251,6251.xml,1,Retail,532 - 536 SUTTER ST,Building [532 - 536 SUTTER ST],SF0284007,22440,2001,CBES T24 2001,,,,,
6267,6267.xml,1,Retail,210 - 216 TOWNSEND ST,Building [210 - 216 TOWNSEND ST],SF3787012,4400,1918,CBES Pre-1978,,,,,
6288,6288.xml,1,Office,525 - 525 SPRUCE ST,Building [525 - 525 SPRUCE ST],SF1036049,1235,1953,CBES Pre-1978,,,,,
6306,6306.xml,1,Retail,4249 - 4249 GEARY BLVD,Building [4249 - 4249 GEARY BLVD],SF1538031,5750,2010,CBES T24 2008,,,,,
6309,6309.xml,1,Office,5655 - 5655 GEARY BLVD,5655 GEARY BLVD [5655 - 5655 GEARY BLVD],SF1524036,10660,2010,CBES T24 2008,,,,,
6340,6340.xml,1,Office,144 - 144 02ND ST,144 Second Street [144 - 144 02ND ST],SF3722004,23467,2014,CBES T24 2008,120,230,49.76076555,70.23923445,2015
6376,6376.xml,1,Office,390 - 390 FREMONT ST,Building [390 - 390 FREMONT ST],SF3748010,8605,2015,CBES T24 2008,,,,,
6380,6380.xml,1,Retail,2530 - 2530 TARAVAL ST,Building [2530 - 2530 TARAVAL ST],SF2364049,11540,2014,CBES T24 2008,,,,,
6393,6393.xml,1,Retail,275 - 275 ELLIS ST,Building [275 - 275 ELLIS ST],SF0331015,7995,2014,CBES T24 2008,,,,,
6395,6395.xml,1,Retail,3100 - 3100 GEARY BLVD,Building [3100 - 3100 GEARY BLVD],SF1066021,7690,1995,CBES T24 1992,,,,,
6396,6396.xml,1,Office,222 - 222 COLUMBUS AVE,Building [222 - 222 COLUMBUS AVE],SF0162003,30664,2016,CBES T24 2008,,,,,
6411,6411.xml,1,Office,315 - 315 BAY ST,315 Bay [315 - 315 BAY ST],SF0041040,20795,2012,CBES T24 2008,38,93,25.40669856,12.59330144,2015
6415,6415.xml,1,Retail,18 - 18 ELLIS ST,1 STOCKTON ST [18 - 18 ELLIS ST],SF0327025,16987,2015,CBES T24 2008,,,,,
6416,6416.xml,1,Office,355 - 355 CLEMENTINA ST,854 FOLSOM ST [355 - 355 CLEMENTINA ST],SF3733020A,10880,2003,CBES T24 2001,,,,,
6430,6430.xml,1,Office,132 - 140 GEARY ST,140 Geary Street [132 - 140 GEARY ST],SF0309006,56933,2013,CBES T24 2008,41,123,38.25358852,2.746411483,2015
6434,6434.xml,1,Retail,2550 - 2550 OCEAN AVE,Building [2550 - 2550 OCEAN AVE],SF7225014A,7072,1997,CBES T24 1992,,,,,
6474,6474.xml,1,Retail,1529 - 1529 VAN NESS AVE,Building [1529 - 1529 VAN NESS AVE],SF0647003,15960,2010,CBES T24 2008,,,,,
6499,6499.xml,1,Retail,4228 - 4228 GEARY BLVD,Building [4228 - 4228 GEARY BLVD],SF1438019,5000,1912,CBES Pre-1978,,,,,
6533,6533.xml,1,Retail,2400 - 2400 IRVING ST,Building [2400 - 2400 IRVING ST],SF1725053,3825,2002,CBES T24 2001,,,,,
6546,6546.xml,1,Retail,700 - 720 POST ST,Building [700 - 720 POST ST],SF0299003,5500,1922,CBES Pre-1978,,,,,
6550,6550.xml,1,Retail,782 - 782 ARGUELLO BLVD,Building [782 - 782 ARGUELLO BLVD],SF1167021,5755,1930,CBES Pre-1978,,,,,
6640,6640.xml,1,Retail,2805 - 2807 MISSION ST,Building [2805 - 2807 MISSION ST],SF6517039,4841,2015,CBES T24 2008,,,,,
6648,6648.xml,1,Office,1656 - 1656 CALIFORNIA ST,1656 CALIFORNIA ST [1656 - 1656 CALIFORNIA ST],SF0643017,15975,2015,CBES T24 2008,,,,,
6661,6661.xml,1,Retail, -   ,Kinokuniya Building [ -   ],SF0701005,4554,1967,CBES Pre-1978,157,292,60.83732057,96.16267943,2015
6688,6688.xml,1,Retail,2112 - 2112 15TH ST,Building [2112 - 2112 15TH ST],SF3541010,5508,2007,CBES T24 2005,,,,,
6703,6703.xml,1,Retail,690 - 690 VAN NESS AVE,Building [690 - 690 VAN NESS AVE],SF0763012,5292,2004,CBES T24 2001,,,,,
6707,6707.xml,1,Office,3027 - 3027 16TH ST,Building [3027 - 3027 16TH ST],SF3569081,5228,2011,CBES T24 2008,,,,,
6728,6728.xml,1,Office,330 - 332 PINE ST,332 PINE ST [330 - 332 PINE ST],SF0260006,51522,2015,CBES T24 2008,37,82,20.64593301,16.35406699,2015
6772,6772.xml,1,Office,17 - 17 BLUXOME ST,17 BLUXOME ST [17 - 17 BLUXOME ST],SF3786020,10800,2011,CBES T24 2008,58,164,49.33014354,8.669856459,2015
6781,6781.xml,1,Retail,3008 - 3010 GEARY BLVD,Building [3008 - 3010 GEARY BLVD],SF1067019,5564,2015,CBES T24 2008,,,,,
6789,6789.xml,1,Office,200 - 210 CALIFORNIA ST,200 California [200 - 210 CALIFORNIA ST],SF0237006,22330,2011,CBES T24 2008,82,168,39.18660287,42.81339713,2015
6793,6793.xml,1,Retail,2961 - 2961 16TH ST,Building [2961 - 2961 16TH ST],SF3570031A,5336,1907,CBES Pre-1978,,,,,
6797,6797.xml,1,Office,1025 - 1025 BATTERY ST,Building [1025 - 1025 BATTERY ST],SF0112004,6000,2009,CBES T24 2008,,,,,
6805,6805.xml,1,Retail,2850 - 2854 24TH ST,Building [2850 - 2854 24TH ST],SF4208017,6118,2014,CBES T24 2008,,,,,
6824,6824.xml,1,Office,130 - 130 WEST PORTAL AVE,Building [130 - 130 WEST PORTAL AVE],SF2988A031,5793,1931,CBES Pre-1978,,,,,
6832,6832.xml,1,Retail,3385 - 3395 MISSION ST,Building [3385 - 3395 MISSION ST],SF5642020,5500,1922,CBES Pre-1978,,,,,
6857,6857.xml,1,Retail,4600 - 4600 MISSION ST,Building [4600 - 4600 MISSION ST],SF3206031,8834,1997,CBES T24 1992,,,,,
6875,6875.xml,1,Office,1811 - 1811 19TH AVE,Building [1811 - 1811 19TH AVE],SF2056038,7203,2010,CBES T24 2008,,,,,
6881,6881.xml,1,Retail,302 - 302 BAY SHORE BLVD,Building [302 - 302 BAY SHORE BLVD],SF5596001,5313,2015,CBES T24 2008,,,,,
6904,6904.xml,1,Office,3411 - 3411 25TH ST,Building [3411 - 3411 25TH ST],SF6529001,4991,2010,CBES T24 2008,,,,,
6920,6920.xml,1,Retail,1534 - 1540 FILLMORE ST,1534 FILLMORE ST [1534 - 1540 FILLMORE ST],SF0708013,5645,2007,CBES T24 2005,,,,,
6963,6963.xml,1,Office,5500 - 5500 GEARY BLVD,Building [5500 - 5500 GEARY BLVD],SF1451047,8000,2014,CBES T24 2008,,,,,
7013,7013.xml,1,Retail,1936 - 1952 IRVING ST,Building [1936 - 1952 IRVING ST],SF1730022,4500,2014,CBES T24 2008,,,,,
7022,7022.xml,1,Retail,707 - 717 CLEMENT ST,Building [707 - 717 CLEMENT ST],SF1440038,10300,2006,CBES T24 2005,,,,,
7072,7072.xml,1,Retail,601 - 601 CLEMENT ST,Building [601 - 601 CLEMENT ST],SF1439050,7770,2000,CBES T24 1992,,,,,
7121,7121.xml,1,Office,244 - 256 CALIFORNIA ST,244 California St. [244 - 256 CALIFORNIA ST],SF0237010,39384,1908,CBES Pre-1978,102,137,14.3062201,87.6937799,2015
7126,7126.xml,1,Retail,725 - 737 BEACH ST,737 BEACH ST [725 - 737 BEACH ST],SF0025021,10450,2011,CBES T24 2008,27,47,8.923444976,18.07655502,2015
7139,7139.xml,1,Retail,1201 - 1201 TARAVAL ST,Building [1201 - 1201 TARAVAL ST],SF2403001,5750,1938,CBES Pre-1978,,,,,
7156,7156.xml,1,Retail,1700 - 1700 FILLMORE ST,Building [1700 - 1700 FILLMORE ST],SF0684018,5665,1994,CBES T24 1992,,,,,
7161,7161.xml,1,Retail,3408 - 3408 18TH ST,Building [3408 - 3408 18TH ST],SF3576014,4800,2001,CBES T24 2001,,,,,
7164,7164.xml,1,Retail,400 - 414 GRANT AVE,Building [400 - 414 GRANT AVE],SF0270011,21720,2006,CBES T24 2005,,,,,
7192,7192.xml,1,Retail,2496 - 2496 SAN BRUNO AVE,Building [2496 - 2496 SAN BRUNO AVE],SF5925035,5000,1996,CBES T24 1992,,,,,
7207,7207.xml,1,Retail,2222 - 2222 TARAVAL ST,Building [2222 - 2222 TARAVAL ST],SF2361015,5000,2016,CBES T24 2008,,,,,
7223,7223.xml,1,Office,217 - 217 02ND ST,217 Second Street [217 - 217 02ND ST],SF3736095,22687,2015,CBES T24 2008,44,120,35.31100478,8.688995215,2015
7236,7236.xml,1,Office,724 - 724 BATTERY ST,Building [724 - 724 BATTERY ST],SF0166007,6500,2015,CBES T24 2008,,,,,
7242,7242.xml,1,Retail,946 - 952 GENEVA AVE,Building [946 - 952 GENEVA AVE],SF6411029,5950,2014,CBES T24 2008,,,,,
7265,7265.xml,1,Retail,750 - 750 24TH ST,Building [750 - 750 24TH ST],SF4231004,5000,1980,CBES T24 1978,,,,,
7278,7278.xml,1,Office,2323 - 2323 IRVING ST,Building [2323 - 2323 IRVING ST],SF1779040,6079,1999,CBES T24 1992,,,,,
7290,7290.xml,1,Office,1020 - 1024 KEARNY ST,Building [1020 - 1024 KEARNY ST],SF0163013,11256,2009,CBES T24 2008,,,,,
7315,7315.xml,1,Office,360 - 360 KANSAS ST,Building [360 - 360 KANSAS ST],SF3958001E,5000,2014,CBES T24 2008,,,,,
7321,7321.xml,1,Retail,5201 - 5205 03RD ST,Building [5201 - 5205 03RD ST],SF5362004,4400,1987,CBES T24 1978,,,,,
7333,7333.xml,1,Office,1501 - 1503 GRANT AVE,Building [1501 - 1503 GRANT AVE],SF0103007,9360,2011,CBES T24 2008,,,,,
7336,7336.xml,1,Retail,705 - 729 SANSOME ST,729 Sansome Street [705 - 729 SANSOME ST],SF0175003,14400,1999,CBES T24 1992,40,111,33.01435407,6.985645933,2015
7353,7353.xml,1,Retail,2125 - 2125 CHESTNUT ST,Building [2125 - 2125 CHESTNUT ST],SF0490046,4817,2016,CBES T24 2008,,,,,
7355,7355.xml,1,Office,498 - 498 CLEMENT ST,Building [498 - 498 CLEMENT ST],SF1428026,3220,1907,CBES Pre-1978,,,,,
7359,7359.xml,1,Retail,1600 - 1600 MARKET ST,Building [1600 - 1600 MARKET ST],SF0854141,1736,2015,CBES T24 2008,,,,,
7362,7362.xml,1,Office,530 - 530 HOWARD ST,530 Howard St [530 - 530 HOWARD ST],SF3721014,25955,2006,CBES T24 2005,44,91,21.4354067,22.5645933,2015
7363,7363.xml,1,Retail,828 - 828 IRVING ST,Building [828 - 828 IRVING ST],SF1741022,5000,1913,CBES Pre-1978,,,,,
7371,7371.xml,1,Office,101 - 111 VALLEJO ST,LPF 101 Vallejo [101 - 111 VALLEJO ST],SF0141013,15783,2014,CBES T24 2008,19,50,14.37799043,4.622009569,2015
7373,7373.xml,1,Retail,2117 - 2123 MARKET ST,Building [2117 - 2123 MARKET ST],SF3543012,8635,2013,CBES T24 2008,,,,,
7398,7398.xml,1,Retail,500 - 500 KIRKHAM ST,Building [500 - 500 KIRKHAM ST],SF1844052,6265,1955,CBES Pre-1978,,,,,
7400,7400.xml,1,Office,3701 - 3701 BUCHANAN ST,Building [3701 - 3701 BUCHANAN ST],SF0445A005A,8100,2013,CBES T24 2008,,,,,
7430,7430.xml,1,Retail,1920 - 1920 VAN NESS AVE,Building [1920 - 1920 VAN NESS AVE],SF0598009B,5384,1994,CBES T24 1992,,,,,
7469,7469.xml,1,Office,457 - 457 PACIFIC AVE,Building [457 - 457 PACIFIC AVE],SF0175026,6015,2000,CBES T24 1992,,,,,
7472,7472.xml,1,Office,151 - 151 10TH ST,Tenth Street Property [151 - 151 10TH ST],SF3509015,10200,2013,CBES T24 2008,49,108,27.05741627,21.94258373,2013
7474,7474.xml,1,Retail,2048 - 2048 IRVING ST,Building [2048 - 2048 IRVING ST],SF1729027,7500,1978,CBES T24 1978,,,,,
7483,7483.xml,1,Office, -   ,Building [ -   ],SF0271001A,29400,2006,CBES T24 2005,,,,,
7494,7494.xml,1,Office,500 - 500 MONTGOMERY ST,500 Montgomery Street [500 - 500 MONTGOMERY ST],SF0228013,10980,2010,CBES T24 2008,62,141,36.31578947,25.68421053,2015
7495,7495.xml,1,Retail,235 - 235 FRONT ST,Building [235 - 235 FRONT ST],SF0237047,10129,2009,CBES T24 2008,,,,,
7504,7504.xml,1,Retail,2934 - 2934 24TH ST,Building [2934 - 2934 24TH ST],SF4207038,1749,1999,CBES T24 1992,,,,,
7507,7507.xml,1,Retail,580 - 584 VALENCIA ST,Building [580 - 584 VALENCIA ST],SF3568011,5040,2001,CBES T24 2001,,,,,
7508,7508.xml,1,Retail,441 - 445 CLEMENT ST,Building [441 - 445 CLEMENT ST],SF1437039,5000,2007,CBES T24 2005,,,,,
7514,7514.xml,1,Retail,783 - 799 HAIGHT ST,Building [783 - 799 HAIGHT ST],SF0862021,4899,1900,CBES Pre-1978,,,,,
7524,7524.xml,1,Retail,700 - 718 IRVING ST,Building [700 - 718 IRVING ST],SF1742015A,4750,1998,CBES T24 1992,,,,,
7548,7548.xml,1,Retail,820 - 826 CLEMENT ST,Building [820 - 826 CLEMENT ST],SF1424019,4600,1912,CBES Pre-1978,,,,,
7562,7562.xml,1,Retail,2539 - 2539 MISSION ST,Building [2539 - 2539 MISSION ST],SF3615024,5200,1999,CBES T24 1992,,,,,
7575,7575.xml,1,Office,99 - 99 BATTERY ST,Silver Creek - 221 Pine St [99 - 99 BATTERY ST],SF0267001,26808,2006,CBES T24 2005,33,84,23.61244019,9.387559809,2015
7591,7591.xml,1,Office,121 - 123 02ND ST,121 2nd Street [121 - 123 02ND ST],SF3721071,36724,2007,CBES T24 2005,103,169,29.11483254,73.88516746,2015
7594,7594.xml,1,Office,3060 - 3068 16TH ST,3068 16TH ST [3060 - 3068 16TH ST],SF3554056,11980,1908,CBES Pre-1978,34,108,34.59330144,-0.593301435,2015
7607,7607.xml,1,Retail,725 - 729 GRANT AVE,725 GRANT AVE [725 - 729 GRANT AVE],SF0225004,16131,2010,CBES T24 2008,,,,,
7614,7614.xml,1,Retail,3565 - 3567 GEARY BLVD,Building [3565 - 3567 GEARY BLVD],SF1084003,9055,2009,CBES T24 2008,,,,,
7619,7619.xml,1,Retail,342 - 366 COLUMBUS AVE,Building [342 - 366 COLUMBUS AVE],SF0146001,20640,2000,CBES T24 1992,,,,,
7641,7641.xml,1,Office,86 - 98 GOLDEN GATE AVE,86 GOLDEN GATE AVE [86 - 98 GOLDEN GATE AVE],SF0343010,11180,1918,CBES Pre-1978,39,88,22.51196172,16.48803828,2015
7647,7647.xml,1,Retail,3601 - 3601 CALIFORNIA ST,Building [3601 - 3601 CALIFORNIA ST],SF1036044,10000,2000,CBES T24 1992,,,,,
7658,7658.xml,1,Retail,2660 - 2666 OCEAN AVE,Building [2660 - 2666 OCEAN AVE],SF7220003,5793,1999,CBES T24 1992,,,,,
7663,7663.xml,1,Retail,560 - 560 VALENCIA ST,Building [560 - 560 VALENCIA ST],SF3568009,4984,1999,CBES T24 1992,,,,,
7671,7671.xml,1,Retail,814 - 828 STOCKTON ST,Building [814 - 828 STOCKTON ST],SF0225014,4606,1924,CBES Pre-1978,,,,,
7679,7679.xml,1,Office,183 - 183 FREMONT ST,Building [183 - 183 FREMONT ST],SF3719010,9752,2016,CBES T24 2008,,,,,
7684,7684.xml,1,Retail,1823 - 1825 DIVISADERO ST,Building [1823 - 1825 DIVISADERO ST],SF1049005,6169,2007,CBES T24 2005,,,,,
7696,7696.xml,1,Office,5253 - 5255 GEARY BLVD,Building [5253 - 5255 GEARY BLVD],SF1528033,7273,1972,CBES Pre-1978,,,,,
7700,7700.xml,1,Retail,2630 - 2632 MISSION ST,Building [2630 - 2632 MISSION ST],SF3636005,15560,2016,CBES T24 2008,,,,,
7701,7701.xml,1,Office,11 - 11 GROVE ST,1212 Market/11 Grove [11 - 11 GROVE ST],SF0355003,17808,2008,CBES T24 2008,21,56,16.24401914,4.755980861,2015
7712,7712.xml,1,Office,1370 - 1390 NORIEGA ST,Building [1370 - 1390 NORIEGA ST],SF2029026,6335,2000,CBES T24 1992,,,,,
7719,7719.xml,1,Retail,475 - 475 VALENCIA ST,475 Valencia Street [475 - 475 VALENCIA ST],SF3554018,14400,1923,CBES Pre-1978,13,29,7.344497608,5.655502392,2015
7726,7726.xml,1,Retail,2500 - 2510 SAN BRUNO AVE,Building [2500 - 2510 SAN BRUNO AVE],SF5981031,4940,1912,CBES Pre-1978,,,,,
7731,7731.xml,1,Retail,1450 - 1450 SUNNYDALE AVE,Building [1450 - 1450 SUNNYDALE AVE],SF6297028,5000,1947,CBES Pre-1978,,,,,
7741,7741.xml,1,Retail,835 - 835 PACIFIC AVE,Building [835 - 835 PACIFIC AVE],SF0179037,6369,1999,CBES T24 1992,,,,,
7765,7765.xml,1,Retail,68 - 68 CASSANDRA CT,Building [68 - 68 CASSANDRA CT],SF6473040,8479,2015,CBES T24 2008,,,,,
7773,7773.xml,1,Retail,3970 - 3970 17TH ST,Building [3970 - 3970 17TH ST],SF3563036,7765,2014,CBES T24 2008,,,,,
7779,7779.xml,1,Office,2620 - 2622 MISSION ST,Building [2620 - 2622 MISSION ST],SF3636003,5000,2009,CBES T24 2008,,,,,
7785,7785.xml,1,Retail,551 - 551 FAXON AVE,Building [551 - 551 FAXON AVE],SF6934001,5095,2004,CBES T24 2001,,,,,
7801,7801.xml,1,Retail,816 - 822 WASHINGTON ST,816 WASHINGTON ST [816 - 822 WASHINGTON ST],SF0193013,13950,1907,CBES Pre-1978,346,456,44.35406699,301.645933,2015
7804,7804.xml,1,Retail,2520 - 2520 JUDAH ST,Building [2520 - 2520 JUDAH ST],SF1785036,5000,1939,CBES Pre-1978,,,,,
7812,7812.xml,1,Office,181 - 181 02ND ST,Adolph Gasser Retail store [181 - 181 02ND ST],SF3721023,13840,2006,CBES T24 2005,14,38,11.14832536,2.851674641,2015
7827,7827.xml,1,Retail,350 - 350 KANSAS ST,Building [350 - 350 KANSAS ST],SF3958001D,5000,2014,CBES T24 2008,,,,,
7835,7835.xml,1,Retail,1633 - 1633 FILLMORE ST,Building [1633 - 1633 FILLMORE ST],SF0702004,5525,2005,CBES T24 2005,,,,,
7858,7858.xml,1,Retail,5616 - 5616 MISSION ST,Building [5616 - 5616 MISSION ST],SF7098004,4950,1999,CBES T24 1992,,,,,
7871,7871.xml,1,Office,445 - 445 BUSH ST,445 Bush Street [445 - 445 BUSH ST],SF0287026,3657,2006,CBES T24 2005,48,110,28.51674641,19.48325359,2015
7874,7874.xml,1,Retail,737 - 761 03RD ST,Building [737 - 761 03RD ST],SF3794005,6634,2008,CBES T24 2008,,,,,
7907,7907.xml,1,Retail,2991 - 2999 MISSION ST,Building [2991 - 2999 MISSION ST],SF6528052,3667,2015,CBES T24 2008,,,,,
7942,7942.xml,1,Retail,4044 - 4056 BALBOA ST,Building [4044 - 4056 BALBOA ST],SF1584019,4920,1999,CBES T24 1992,,,,,
7945,7945.xml,1,Office,449 - 449 10TH ST,Building [449 - 449 10TH ST],SF3525085,9500,2012,CBES T24 2008,,,,,
7984,7984.xml,1,Office,2650 - 2656 OCEAN AVE,Building [2650 - 2656 OCEAN AVE],SF7223004,4565,1999,CBES T24 1992,,,,,
8011,8011.xml,1,Retail,701 - 701 08TH AVE,Building [701 - 701 08TH AVE],SF1651001,5828,2010,CBES T24 2008,,,,,
8060,8060.xml,1,Office,301 - 315 PACIFIC AVE,301 PACIFIC AVE [301 - 315 PACIFIC AVE],SF0174001,14568,1999,CBES T24 1992,36,92,25.93301435,10.06698565,2015
8066,8066.xml,1,Retail,3732 - 3732 GEARY BLVD,Building [3732 - 3732 GEARY BLVD],SF1433061,4845,2010,CBES T24 2008,,,,,
8095,8095.xml,1,Office,2311 - 2311 TARAVAL ST,Building [2311 - 2311 TARAVAL ST],SF2392001,4800,2008,CBES T24 2008,,,,,
8115,8115.xml,1,Office,1900 - 1900 VAN NESS AVE,1900 VAN NESS AVE [1900 - 1900 VAN NESS AVE],SF0598009,18159,2015,CBES T24 2008,,,,,
8137,8137.xml,1,Retail,474 - 480 OFARRELL ST,474 OFARRELL ST [474 - 480 OFARRELL ST],SF0317009,10005,1913,CBES Pre-1978,,,,,
8149,8149.xml,1,Retail,345 - 353 SUTTER ST,Building [345 - 353 SUTTER ST],SF0294019,14750,2015,CBES T24 2008,,,,,
8171,8171.xml,1,Retail,39 - 39 COLUMBIA SQUARE ST,Building [39 - 39 COLUMBIA SQUARE ST],SF3754059,4598,2003,CBES T24 2001,,,,,
8182,8182.xml,1,Retail, -   ,Building [ -   ],SF0689016,10750,2014,CBES T24 2008,,,,,
8194,8194.xml,1,Office,1244 - 1244 LARKIN ST,Building [1244 - 1244 LARKIN ST],SF0278010,10716,1999,CBES T24 1992,,,,,
8202,8202.xml,1,Retail,5600 - 5632 GEARY BLVD,Building [5600 - 5632 GEARY BLVD],SF1452045,6175,2001,CBES T24 2001,,,,,
8227,8227.xml,1,Office,145 - 145 WEST PORTAL AVE,Building [145 - 145 WEST PORTAL AVE],SF2989B034,5350,1975,CBES Pre-1978,,,,,
8232,8232.xml,1,Retail,1575 - 1575 SOUTH VAN NESS AVE,Building [1575 - 1575 SOUTH VAN NESS AVE],SF6571027,5650,1974,CBES Pre-1978,,,,,
8238,8238.xml,1,Office,1995 - 1995 UNION ST,Building [1995 - 1995 UNION ST],SF0542041,5761,1974,CBES Pre-1978,,,,,
8327,8327.xml,1,Retail,3387 - 3387 25TH ST,Building [3387 - 3387 25TH ST],SF6528032,2800,2007,CBES T24 2005,,,,,
8334,8334.xml,1,Office,14 - 18 OTIS ST,Building [14 - 18 OTIS ST],SF3505013,15000,2007,CBES T24 2005,,,,,
8346,8346.xml,1,Retail,2035 - 2047 FILLMORE ST,Building [2035 - 2047 FILLMORE ST],SF0654001B,4649,1998,CBES T24 1992,,,,,
8359,8359.xml,1,Retail,3601 - 3601 BALBOA ST,Building [3601 - 3601 BALBOA ST],SF1607001,5085,1934,CBES Pre-1978,,,,,
8362,8362.xml,1,Office,1150 - 1156 SUTTER ST,Building [1150 - 1156 SUTTER ST],SF0669009,15350,2005,CBES T24 2005,,,,,
8370,8370.xml,1,Retail,1300 - 1316 NORIEGA ST,Building [1300 - 1316 NORIEGA ST],SF2029022,4500,1934,CBES Pre-1978,,,,,
8378,8378.xml,1,Retail,2261 - 2261 FILLMORE ST,Building [2261 - 2261 FILLMORE ST],SF0630002,3400,2013,CBES T24 2008,,,,,
8383,8383.xml,1,Office,4630 - 4638 MISSION ST,Building [4630 - 4638 MISSION ST],SF3206005,5118,2015,CBES T24 2008,,,,,
8411,8411.xml,1,Retail,1601 - 1601 FILLMORE ST,Building [1601 - 1601 FILLMORE ST],SF0702033,4860,1968,CBES Pre-1978,,,,,
8415,8415.xml,1,Retail,5542 - 5550 GEARY BLVD,Building [5542 - 5550 GEARY BLVD],SF1451024,4730,2010,CBES T24 2008,,,,,
8418,8418.xml,1,Retail,4419 - 4419 GEARY BLVD,Building [4419 - 4419 GEARY BLVD],SF1536041,5000,1922,CBES Pre-1978,,,,,
8424,8424.xml,1,Office,255 - 255 GOLDEN GATE AVE,Building [255 - 255 GOLDEN GATE AVE],SF0348017,6650,2013,CBES T24 2008,,,,,
8432,8432.xml,1,Retail,3924 - 3930 JUDAH ST,Building [3924 - 3930 JUDAH ST],SF1799018,4625,2016,CBES T24 2008,,,,,
8434,8434.xml,1,Retail,1548 - 1556 OCEAN AVE,Building [1548 - 1556 OCEAN AVE],SF3196010,4384,2014,CBES T24 2008,,,,,
8440,8440.xml,1,Retail,5601 - 5609 GEARY BLVD,Building [5601 - 5609 GEARY BLVD],SF1524001,3800,1998,CBES T24 1992,,,,,
8457,8457.xml,1,Office,279 - 279 WEST PORTAL AVE,Building [279 - 279 WEST PORTAL AVE],SF2989B033,3804,2002,CBES T24 2001,,,,,
8458,8458.xml,1,Retail,2429 - 2431 CALIFORNIA ST,Building [2429 - 2431 CALIFORNIA ST],SF0654001F,4700,2010,CBES T24 2008,,,,,
8460,8460.xml,1,Retail,1303 - 1303 UNDERWOOD AVE,Building [1303 - 1303 UNDERWOOD AVE],SF4811008,7002,2014,CBES T24 2008,,,,,
8462,8462.xml,1,Retail,3110 - 3110 OCTAVIA ST,3110 OCTAVIA ST [3110 - 3110 OCTAVIA ST],SF0496013,11268,2000,CBES T24 1992,102,181,35.35885167,66.64114833,2014
8470,8470.xml,1,Retail,3084 - 3098 24TH ST,Building [3084 - 3098 24TH ST],SF3640066,7944,1997,CBES T24 1992,,,,,
8473,8473.xml,1,Retail,3032 - 3036 16TH ST,Building [3032 - 3036 16TH ST],SF3554012,9000,2015,CBES T24 2008,,,,,
8489,8489.xml,1,Retail,2100 - 2100 MARKET ST,Building [2100 - 2100 MARKET ST],SF3542041,4406,2000,CBES T24 1992,,,,,
8498,8498.xml,1,Retail,1238 - 1240 SUTTER ST,Building [1238 - 1240 SUTTER ST],SF0670011,4800,2015,CBES T24 2008,,,,,
8499,8499.xml,1,Office,130 - 130 BATTERY ST,Dalum Corporation [130 - 130 BATTERY ST],SF0262008,29843,1999,CBES T24 1992,94,213,54.68899522,39.31100478,2015
8500,8500.xml,1,Retail,4680 - 4690 MISSION ST,Building [4680 - 4690 MISSION ST],SF6955004,10584,2011,CBES T24 2008,,,,,
8516,8516.xml,1,Office, -   ,Building [ -   ],SF3775100,9600,2008,CBES T24 2008,,,,,
8519,8519.xml,1,Retail,730 - 742 IRVING ST,Building [730 - 742 IRVING ST],SF1742016,4306,1999,CBES T24 1992,,,,,
8531,8531.xml,1,Retail,1589 - 1589 HAIGHT ST,Building [1589 - 1589 HAIGHT ST],SF1245024,2380,1995,CBES T24 1992,,,,,
8536,8536.xml,1,Retail,555 - 567 BEACH ST,555 BEACH ST [555 - 567 BEACH ST],SF0023003,15706,2007,CBES T24 2005,,,,,
8564,8564.xml,1,Office,643 - 647 07TH ST,Building [643 - 647 07TH ST],SF3784010,5318,1956,CBES Pre-1978,,,,,
8585,8585.xml,1,Office,665 - 665 HARRISON ST,Building [665 - 665 HARRISON ST],SF3763099,7440,2003,CBES T24 2001,,,,,
8605,8605.xml,1,Office,1160 - 1160 HOWARD ST,Building [1160 - 1160 HOWARD ST],SF3727024,6530,2015,CBES T24 2008,,,,,
8614,8614.xml,1,Retail,2232 - 2240 TARAVAL ST,Building [2232 - 2240 TARAVAL ST],SF2361018,4290,1999,CBES T24 1992,,,,,
8627,8627.xml,1,Retail,3375 - 3377 MISSION ST,Building [3375 - 3377 MISSION ST],SF5642027,5976,1995,CBES T24 1992,,,,,
8631,8631.xml,1,Office,15 - 15 ONONDAGA AVE,Building [15 - 15 ONONDAGA AVE],SF6959027,4170,2013,CBES T24 2008,,,,,
8634,8634.xml,1,Retail,105 - 111 BROAD ST,Building [105 - 111 BROAD ST],SF7113044,3000,1997,CBES T24 1992,,,,,
8637,8637.xml,1,Retail,3110 - 3110 22ND ST,Building [3110 - 3110 22ND ST],SF3615010,9538,2014,CBES T24 2008,,,,,
8659,8659.xml,1,Retail,865 - 865 POST ST,Building [865 - 865 POST ST],SF0303015,4658,2013,CBES T24 2008,,,,,
8662,8662.xml,1,Retail,646 - 646 WASHINGTON ST,Building [646 - 646 WASHINGTON ST],SF0195008,18128,1909,CBES Pre-1978,,,,,
8663,8663.xml,1,Office,3701 - 3701 BALBOA ST,Building [3701 - 3701 BALBOA ST],SF1606001,4320,2014,CBES T24 2008,,,,,
